"package","version","declared_licence","technical_review","licence_files","licence_file_sha256","packaged_paths","repository","homepage"
"isarray","1.0.0","MIT","METADATA_RECORDED","","","node_modules/duplexer2/node_modules/isarray | node_modules/lazystream/node_modules/isarray","git://github.com/juliangruber/isarray.git","https://github.com/juliangruber/isarray"
"isarray","2.0.5","MIT","METADATA_RECORDED","LICENSE","LICENSE:68F12F6E2C33688699249C01D8F9623C534DA20AA71989C57B061B7BC1676D14","node_modules/isarray","git://github.com/juliangruber/isarray.git","https://github.com/juliangruber/isarray"
"isexe","2.0.0","ISC","METADATA_RECORDED","LICENSE","LICENSE:4EC3D4C66CD87F5C8D8AD911B10F99BF27CB00CDFCFF82621956E379186B016B","node_modules/isexe","git+https://github.com/isaacs/isexe.git","https://github.com/isaacs/isexe#readme"
"iterare","1.2.1","ISC","METADATA_RECORDED","LICENSE.txt","LICENSE.txt:2537BB3D445DD08C12BE3EC5C686F0394A3CCD6BFA94DAC5D269940A9CB7FF98","node_modules/iterare","https://github.com/felixfbecker/iterare",""
"jackspeak","3.4.3","BlueOak-1.0.0","METADATA_RECORDED","LICENSE.md","LICENSE.md:2C7C5D22ED5A8EE968C64757710979AFCD77438C48B4A265B94E615BABD8A901","node_modules/jackspeak","git+https://github.com/isaacs/jackspeak.git",""
"js-tokens","4.0.0","MIT","METADATA_RECORDED","LICENSE","LICENSE:2213D91C606205C71EB051A199478CDC2ADDE945893404D7F1421436DD6D5CC1","node_modules/js-tokens","lydell/js-tokens",""
"js-yaml","4.1.1","MIT","METADATA_RECORDED","LICENSE","LICENSE:A07BC24468B9654CE76A547D47A2DB282D07733B715DB4C73A98BD63961F9550","node_modules/js-yaml","nodeca/js-yaml",""
"json-parse-even-better-errors","2.3.1","MIT","METADATA_RECORDED","LICENSE.md","LICENSE.md:50627796EB4236CD05674E71D090E594447995225B7D94CD59E57C25FA3A0217","node_modules/json-parse-even-better-errors","https://github.com/npm/json-parse-even-better-errors",""
"jsonfile","6.2.0","MIT","METADATA_RECORDED","LICENSE","LICENSE:A9801FB52BA22EF808682A094DA8A7A480584B7ED0DFD0D888AB543616335031","node_modules/jsonfile","git@github.com:jprichardson/node-jsonfile.git",""
"lazystream","1.0.1","MIT","METADATA_RECORDED","LICENSE","LICENSE:E7F5D28405C9FE6580DB684634BACE66953055B436D7FBB6F860D0C800C44A9F","node_modules/lazystream","https://github.com/jpommerening/node-lazystream.git","https://github.com/jpommerening/node-lazystream"
"libphonenumber-js","1.12.40","MIT","METADATA_RECORDED","LICENSE | LICENSE.Apache","LICENSE:3BA796E4A8C5C5437029FBB47C8921424E902EA152E85150BE095826ABED0ACB | LICENSE.Apache:2514772E5475F208616174F81B67168179A7C51BDCB9570A96A9DC5962B83116","node_modules/libphonenumber-js","git+https://gitlab.com/catamphetamine/libphonenumber-js.git","https://gitlab.com/catamphetamine/libphonenumber-js#readme"
"lines-and-columns","1.2.4","MIT","METADATA_RECORDED","LICENSE","LICENSE:456FE85AD3E71DB9523313CF7437B0F90C392D8A48C869908E46716B26D2CF53","node_modules/lines-and-columns","https://github.com/eventualbuddha/lines-and-columns.git","https://github.com/eventualbuddha/lines-and-columns#readme"
"lodash","4.17.21","MIT","METADATA_RECORDED","LICENSE","LICENSE:F71E8ED126B46346494AAD5486874CD8F0AAFE95092ED67D2E3CB6110F939ABC","node_modules/lodash","lodash/lodash","https://lodash.com/"
"lru-cache","10.4.3","ISC","METADATA_RECORDED","LICENSE","LICENSE:451EC07EEB9C4E1B86DE9ABDAA426462A8BE48F887EC7421CF0BBB9C769555AB","node_modules/path-scurry/node_modules/lru-cache","git://github.com/isaacs/node-lru-cache.git",""
"lru-cache","7.18.3","ISC","METADATA_RECORDED","LICENSE","LICENSE:451EC07EEB9C4E1B86DE9ABDAA426462A8BE48F887EC7421CF0BBB9C769555AB","node_modules/proxy-agent/node_modules/lru-cache","git://github.com/isaacs/node-lru-cache.git",""
"luxon","3.5.0","MIT","METADATA_RECORDED","LICENSE.md","LICENSE.md:6CB2F2BF697EE9C6FA9EB8F227C63EE6E7A3CBA42D4717F14C745EF9B6CBC006","node_modules/luxon","https://github.com/moment/luxon",""
"math-intrinsics","1.1.0","MIT","METADATA_RECORDED","LICENSE","LICENSE:2B770A704C15DE238C3F622B01B0044DDD60B49EE30608EA6991EBF19DB7A7A1","node_modules/math-intrinsics","git+https://github.com/es-shims/math-intrinsics.git","https://github.com/es-shims/math-intrinsics#readme"
"media-typer","0.3.0","MIT","METADATA_RECORDED","LICENSE","LICENSE:74D8054D56D522BDAA340D3D71130CB204997D523A5292C85AC1264DD77C8D06","node_modules/media-typer","jshttp/media-typer",""
"merge-descriptors","1.0.3","MIT","METADATA_RECORDED","LICENSE","LICENSE:62FB7D7C1822FE783895866057247BBD50164B00631FCE9E4981D3897BDEE4D9","node_modules/merge-descriptors","sindresorhus/merge-descriptors",""
"methods","1.1.2","MIT","METADATA_RECORDED","LICENSE","LICENSE:1DA7F0788D14D545B2B953F78A27B916D320DFA174C2FCFA124C5AAFFA81056E","node_modules/methods","jshttp/methods",""
"mime-db","1.52.0","MIT","METADATA_RECORDED","LICENSE","LICENSE:CC1DFD4DAFA27271E8212CD3B274EEB3F262E40A6FDAB36DDC3F9696F706F58B","node_modules/mime-db","jshttp/mime-db",""
"mime-types","2.1.35","MIT","METADATA_RECORDED","LICENSE","LICENSE:71F83C4C0621102A56D9853812777B85751BCE7E9726F686F5B056C1F8A4B0E6","node_modules/mime-types","jshttp/mime-types",""
"mime","1.6.0","MIT","METADATA_RECORDED","LICENSE","LICENSE:8F2658C03422C408B2B2CE4D151DECC3B1A6FD3D86E5CA9433777BCCDCDF75A2","node_modules/mime","https://github.com/broofa/node-mime",""
"mime","3.0.0","MIT","METADATA_RECORDED","LICENSE","LICENSE:8F2658C03422C408B2B2CE4D151DECC3B1A6FD3D86E5CA9433777BCCDCDF75A2","node_modules/whatsapp-web.js/node_modules/mime","https://github.com/broofa/mime",""
"mimic-response","3.1.0","MIT","METADATA_RECORDED","license","license:5C932D88256B4AB958F64A856FA48E8BD1F55BC1D96B8149C65689E0C61789D3","node_modules/decompress-response/node_modules/mimic-response","sindresorhus/mimic-response",""
"minimatch","5.1.9","ISC","METADATA_RECORDED","LICENSE","LICENSE:D11323827FA4EDEAAFC437CC5B91B6971B335F0127EFEEB42BF5122FE8657E8F","node_modules/readdir-glob/node_modules/minimatch","git://github.com/isaacs/minimatch.git",""
"minimatch","9.0.9","ISC","METADATA_RECORDED","LICENSE","LICENSE:D11323827FA4EDEAAFC437CC5B91B6971B335F0127EFEEB42BF5122FE8657E8F","node_modules/glob/node_modules/minimatch | node_modules/typeorm/node_modules/minimatch","git://github.com/isaacs/minimatch.git",""
"minimist","1.2.8","MIT","METADATA_RECORDED","LICENSE","LICENSE:435A6722C786B0A56FBE7387028F1D9D3F3A2D0FB615BB8FEE118727C3F59B7B","node_modules/minimist","git://github.com/minimistjs/minimist.git","https://github.com/minimistjs/minimist"
"minipass","7.1.3","BlueOak-1.0.0","METADATA_RECORDED","LICENSE.md","LICENSE.md:8A1AF140FDFBF5AFD3DF27F7E662F989C5B963A300020DFAFCE42033CAE9E004","node_modules/minipass","https://github.com/isaacs/minipass",""
"mitt","3.0.1","MIT","METADATA_RECORDED","LICENSE","LICENSE:1CAB22F196264195A4CAEC8CA5630170FDDE76EE8F43346E47021D087332D3B0","node_modules/mitt","developit/mitt","https://github.com/developit/mitt"
"mkdirp-classic","0.5.3","MIT","METADATA_RECORDED","LICENSE","LICENSE:A255B85C1A510ECFE660C4D442ECDBC1E9D07F4B4D3D7F90443F7E5570591E0A","node_modules/mkdirp-classic","https://github.com/mafintosh/mkdirp-classic.git","https://github.com/mafintosh/mkdirp-classic"
"ms","2.0.0","MIT","METADATA_RECORDED","license.md","license.md:6652830C2607C722B66F1B57DE15877AB8FC5DCA406CC5B335AFEB365D0F32C1","node_modules/ms","zeit/ms",""
"ms","2.1.3","MIT","METADATA_RECORDED","license.md","license.md:1662FAE9B5314D11CF51284E2DCD1F006A354F7343F08712A730FCFF9A359801","node_modules/@puppeteer/browsers/node_modules/ms | node_modules/@tokenizer/inflate/node_modules/ms | node_modules/extract-zip/node_modules/ms | node_modules/get-uri/node_modules/ms | node_modules/http-proxy-agent/node_modules/ms | node_modules/pac-proxy-agent/node_modules/ms | node_modules/proxy-agent/node_modules/ms | node_modules/puppeteer-core/node_modules/ms | node_modules/send/node_modules/ms | node_modules/socks-proxy-agent/node_modules/ms | node_modules/typeorm/node_modules/ms","vercel/ms",""
"multer","2.3.0","MIT","METADATA_RECORDED","LICENSE","LICENSE:CC8F87AAFBF72A74BAFED2A8F6925D8895E1C716B36BD3DF7EE0C46BE54E87BB","node_modules/multer","git+https://github.com/expressjs/multer.git",""
